customer_id,email,segment,region,signup_date,monthly_spend,status,cancelled_date
CUST-1129,customer1129@example.com,Mid-Market,APAC,2025-06-05,1519.28,active,
CUST-1366,customer1366@example.com,Self-Serve,US-East,2024-04-28,31.13,active,
CUST-1091,customer1091@example.com,Mid-Market,EU,2024-07-28,858.03,active,
CUST-1292,customer1292@example.com,Self-Serve,US-West,2025-04-28,51.11,active,
CUST-1359,customer1359@example.com,Self-Serve,EU,2025-10-15,19.75,active,
CUST-1184,customer1184@example.com,SMB,US-East,2024-07-05,204.06,active,
CUST-1149,customer1149@example.com,SMB,US-West,2026-02-08,369.12,active,
CUST-1248,customer1248@example.com,Self-Serve,APAC,2025-03-29,37.48,cancelled,2026-09-11
CUST-1187,customer1187@example.com,SMB,EU,2025-03-07,433.96,active,
CUST-1104,customer1104@example.com,Mid-Market,US-West,2025-09-11,1576.42,active,
CUST-1122,customer1122@example.com,Mid-Market,US-West,2025-02-25,900.21,active,
CUST-1096,customer1096@example.com,Mid-Market,EU,2024-08-06,698.68,active,
CUST-1119,customer1119@example.com,Mid-Market,US-West,2024-08-30,1964.31,active,
CUST-1209,customer1209@example.com,SMB,US-West,2025-03-21,393.52,active,
CUST-1357,customer1357@example.com,Self-Serve,APAC,2024-05-06,43.17,active,
CUST-1024,customer1024@example.com,Enterprise,US-East,2026-02-25,3374.29,active,
CUST-1302,customer1302@example.com,Self-Serve,APAC,2024-09-01,31.02,active,
CUST-1388,customer1388@example.com,Self-Serve,EU,2024-08-31,11.42,active,
CUST-1222,customer1222@example.com,SMB,US-West,2026-02-15,376.24,active,
CUST-1238,customer1238@example.com,SMB,EU,2024-02-25,378.97,active,
CUST-1070,customer1070@example.com,Mid-Market,APAC,2025-07-03,710.27,active,
CUST-1316,customer1316@example.com,Self-Serve,US-East,2024-02-06,31.13,active,
CUST-1107,customer1107@example.com,Mid-Market,EU,2025-03-09,566.13,active,
CUST-1377,customer1377@example.com,Self-Serve,US-West,2024-10-09,97.14,active,
CUST-1144,customer1144@example.com,SMB,US-East,2024-11-04,221.55,cancelled,2026-09-14
CUST-1076,customer1076@example.com,Mid-Market,APAC,2025-05-12,820.62,active,
CUST-1217,customer1217@example.com,SMB,EU,2024-08-05,419.13,active,
CUST-1298,customer1298@example.com,Self-Serve,APAC,2025-08-16,87.87,active,
CUST-1199,customer1199@example.com,SMB,APAC,2025-01-19,476.59,active,
CUST-1177,customer1177@example.com,SMB,US-West,2025-03-05,295.29,active,
CUST-1036,customer1036@example.com,Enterprise,APAC,2025-01-29,5575.33,active,
CUST-1312,customer1312@example.com,Self-Serve,EU,2026-03-11,40.47,active,
CUST-1112,customer1112@example.com,Mid-Market,US-West,2025-12-08,1318.39,active,
CUST-1182,customer1182@example.com,SMB,US-East,2025-08-29,133.58,active,
CUST-1057,customer1057@example.com,Enterprise,APAC,2025-06-13,2726.03,active,
CUST-1059,customer1059@example.com,Enterprise,US-West,2025-08-25,5530.64,active,
CUST-1133,customer1133@example.com,Mid-Market,EU,2025-03-20,1592.82,active,
CUST-1009,customer1009@example.com,Enterprise,EU,2026-02-20,2613.26,active,
CUST-1352,customer1352@example.com,Self-Serve,US-East,2024-12-12,52.15,active,
CUST-1383,customer1383@example.com,Self-Serve,EU,2024-08-26,79.69,active,
CUST-1007,customer1007@example.com,Enterprise,US-West,2024-01-07,6188.84,active,
CUST-1354,customer1354@example.com,Self-Serve,APAC,2024-08-19,97.05,active,
CUST-1206,customer1206@example.com,SMB,EU,2025-10-25,105.06,active,
CUST-1370,customer1370@example.com,Self-Serve,US-East,2025-11-01,85.03,active,
CUST-1038,customer1038@example.com,Enterprise,US-East,2024-01-12,6090.26,active,
CUST-1125,customer1125@example.com,Mid-Market,EU,2025-04-16,957.79,active,
CUST-1121,customer1121@example.com,Mid-Market,EU,2026-01-24,1673.58,active,
CUST-1275,customer1275@example.com,Self-Serve,APAC,2025-12-11,35.94,active,
CUST-1008,customer1008@example.com,Enterprise,EU,2024-12-14,2932.88,active,
CUST-1355,customer1355@example.com,Self-Serve,EU,2025-07-24,18.13,active,
CUST-1132,customer1132@example.com,Mid-Market,US-East,2024-09-28,662.6,active,
CUST-1289,customer1289@example.com,Self-Serve,US-West,2025-10-25,54.85,active,
CUST-1272,customer1272@example.com,Self-Serve,US-East,2025-05-18,52.3,active,
CUST-1331,customer1331@example.com,Self-Serve,EU,2024-12-19,67.5,active,
CUST-1197,customer1197@example.com,SMB,EU,2024-06-16,143.24,active,
CUST-1082,customer1082@example.com,Mid-Market,US-East,2025-08-16,1621.96,active,
CUST-1288,customer1288@example.com,Self-Serve,APAC,2024-04-26,95.24,active,
CUST-1118,customer1118@example.com,Mid-Market,US-West,2026-02-06,1888.65,active,
CUST-1126,customer1126@example.com,Mid-Market,US-West,2024-08-21,535.5,active,
CUST-1045,customer1045@example.com,Enterprise,US-West,2025-06-03,2917.04,active,
CUST-1148,customer1148@example.com,SMB,EU,2025-11-10,137.35,cancelled,2026-09-21
CUST-1247,customer1247@example.com,Self-Serve,APAC,2025-09-25,50.55,cancelled,2026-09-09
CUST-1207,customer1207@example.com,SMB,APAC,2025-03-06,142.22,active,
CUST-1373,customer1373@example.com,Self-Serve,APAC,2024-08-10,50.02,active,
CUST-1325,customer1325@example.com,Self-Serve,APAC,2024-03-21,65.77,active,
CUST-1362,customer1362@example.com,Self-Serve,US-East,2024-08-14,67.19,active,
CUST-1297,customer1297@example.com,Self-Serve,EU,2024-10-16,85.37,active,
CUST-1060,customer1060@example.com,Mid-Market,US-East,2024-01-08,843.41,cancelled,2026-09-04
CUST-1358,customer1358@example.com,Self-Serve,EU,2026-02-05,62.61,active,
CUST-1334,customer1334@example.com,Self-Serve,US-East,2025-05-09,31.35,active,
CUST-1089,customer1089@example.com,Mid-Market,US-East,2024-02-10,1128.84,active,
CUST-1310,customer1310@example.com,Self-Serve,US-East,2025-04-12,75.02,active,
CUST-1178,customer1178@example.com,SMB,APAC,2024-10-06,294.26,active,
CUST-1135,customer1135@example.com,Mid-Market,US-East,2025-06-07,1077.79,active,
CUST-1285,customer1285@example.com,Self-Serve,US-West,2025-10-07,73.88,active,
CUST-1350,customer1350@example.com,Self-Serve,US-West,2024-10-06,33.13,active,
CUST-1386,customer1386@example.com,Self-Serve,US-East,2024-06-27,69.5,active,
CUST-1167,customer1167@example.com,SMB,US-West,2024-10-19,208.69,active,
CUST-1085,customer1085@example.com,Mid-Market,US-East,2025-06-04,1777.01,active,
CUST-1389,customer1389@example.com,Self-Serve,US-East,2024-09-28,21.41,active,
CUST-1086,customer1086@example.com,Mid-Market,US-East,2024-03-11,1512.82,active,
CUST-1290,customer1290@example.com,Self-Serve,EU,2026-01-03,55.8,active,
CUST-1382,customer1382@example.com,Self-Serve,US-West,2026-02-22,62.77,active,
CUST-1253,customer1253@example.com,Self-Serve,APAC,2025-12-06,36.21,active,
CUST-1347,customer1347@example.com,Self-Serve,EU,2024-10-29,77.27,active,
CUST-1102,customer1102@example.com,Mid-Market,US-West,2024-04-16,896.7,active,
CUST-1342,customer1342@example.com,Self-Serve,EU,2025-09-27,71.0,active,
CUST-1162,customer1162@example.com,SMB,APAC,2025-07-15,458.88,active,
CUST-1301,customer1301@example.com,Self-Serve,US-West,2024-11-25,98.27,active,
CUST-1027,customer1027@example.com,Enterprise,EU,2025-08-03,3275.76,active,
CUST-1183,customer1183@example.com,SMB,US-West,2025-03-14,446.74,active,
CUST-1374,customer1374@example.com,Self-Serve,EU,2024-08-29,18.94,active,
CUST-1270,customer1270@example.com,Self-Serve,APAC,2025-10-29,92.45,active,
CUST-1348,customer1348@example.com,Self-Serve,US-West,2024-06-28,21.89,active,
CUST-1244,customer1244@example.com,Self-Serve,US-West,2025-12-03,23.43,cancelled,2026-09-03
CUST-1313,customer1313@example.com,Self-Serve,APAC,2025-12-10,68.49,active,
CUST-1202,customer1202@example.com,SMB,EU,2026-03-02,440.12,active,
CUST-1005,customer1005@example.com,Enterprise,APAC,2026-01-03,3322.64,active,
CUST-1175,customer1175@example.com,SMB,APAC,2026-02-22,290.79,active,
CUST-1228,customer1228@example.com,SMB,EU,2026-02-02,240.72,active,
CUST-1203,customer1203@example.com,SMB,US-East,2025-09-06,418.49,active,
CUST-1233,customer1233@example.com,SMB,APAC,2026-01-26,210.6,active,
CUST-1163,customer1163@example.com,SMB,APAC,2026-01-31,280.03,active,
CUST-1103,customer1103@example.com,Mid-Market,US-West,2024-04-19,908.52,active,
CUST-1146,customer1146@example.com,SMB,APAC,2025-03-28,417.49,cancelled,2026-09-08
CUST-1109,customer1109@example.com,Mid-Market,US-West,2024-09-25,1611.85,active,
CUST-1296,customer1296@example.com,Self-Serve,EU,2025-06-03,83.85,active,
CUST-1340,customer1340@example.com,Self-Serve,US-West,2024-10-20,64.64,active,
CUST-1019,customer1019@example.com,Enterprise,US-West,2024-12-29,6021.05,active,
CUST-1117,customer1117@example.com,Mid-Market,APAC,2025-07-27,1960.76,active,
CUST-1004,customer1004@example.com,Enterprise,US-East,2024-08-26,5367.47,active,
CUST-1111,customer1111@example.com,Mid-Market,US-East,2024-04-24,1917.58,active,
CUST-1010,customer1010@example.com,Enterprise,US-East,2025-01-24,4153.88,active,
CUST-1261,customer1261@example.com,Self-Serve,EU,2025-08-05,49.52,active,
CUST-1018,customer1018@example.com,Enterprise,EU,2025-04-09,2975.92,active,
CUST-1090,customer1090@example.com,Mid-Market,EU,2025-08-20,1902.06,active,
CUST-1171,customer1171@example.com,SMB,EU,2025-02-21,317.04,active,
CUST-1143,customer1143@example.com,SMB,US-West,2025-11-11,346.21,cancelled,2026-09-14
CUST-1128,customer1128@example.com,Mid-Market,EU,2024-03-12,1026.72,active,
CUST-1283,customer1283@example.com,Self-Serve,APAC,2024-10-21,89.28,active,
CUST-1294,customer1294@example.com,Self-Serve,US-West,2025-09-05,87.76,active,
CUST-1278,customer1278@example.com,Self-Serve,APAC,2026-03-02,87.84,active,
CUST-1097,customer1097@example.com,Mid-Market,US-East,2024-12-23,1818.91,active,
CUST-1353,customer1353@example.com,Self-Serve,US-West,2024-03-18,77.87,active,
CUST-1044,customer1044@example.com,Enterprise,EU,2024-04-18,7050.02,active,
CUST-1249,customer1249@example.com,Self-Serve,US-East,2025-09-27,95.28,cancelled,2026-09-03
CUST-1318,customer1318@example.com,Self-Serve,US-East,2026-02-03,49.06,active,
CUST-1127,customer1127@example.com,Mid-Market,APAC,2024-07-16,992.39,active,
CUST-1328,customer1328@example.com,Self-Serve,APAC,2024-09-17,32.98,active,
CUST-1306,customer1306@example.com,Self-Serve,US-West,2025-10-29,54.58,active,
CUST-1083,customer1083@example.com,Mid-Market,US-East,2024-02-28,1376.27,active,
CUST-1074,customer1074@example.com,Mid-Market,US-East,2025-07-07,1953.49,active,
CUST-1065,customer1065@example.com,Mid-Market,APAC,2024-04-09,1031.45,active,
CUST-1345,customer1345@example.com,Self-Serve,US-East,2025-03-27,62.16,active,
CUST-1267,customer1267@example.com,Self-Serve,US-East,2025-11-21,99.96,active,
CUST-1196,customer1196@example.com,SMB,US-East,2025-09-13,411.12,active,
CUST-1054,customer1054@example.com,Enterprise,APAC,2025-09-13,7786.18,active,
CUST-1077,customer1077@example.com,Mid-Market,US-East,2025-02-14,746.96,active,
CUST-1052,customer1052@example.com,Enterprise,US-West,2025-06-29,2770.35,active,
CUST-1001,customer1001@example.com,Enterprise,US-West,2024-09-07,2837.23,active,
CUST-1277,customer1277@example.com,Self-Serve,EU,2024-11-18,39.09,active,
CUST-1153,customer1153@example.com,SMB,US-West,2025-10-06,387.34,active,
CUST-1101,customer1101@example.com,Mid-Market,EU,2025-07-21,1897.63,active,
CUST-1056,customer1056@example.com,Enterprise,EU,2025-02-12,4628.6,active,
CUST-1011,customer1011@example.com,Enterprise,EU,2024-12-18,6842.77,active,
CUST-1317,customer1317@example.com,Self-Serve,EU,2025-12-01,99.77,active,
CUST-1170,customer1170@example.com,SMB,US-West,2025-12-24,125.69,active,
CUST-1134,customer1134@example.com,Mid-Market,APAC,2024-11-17,1409.31,active,
CUST-1236,customer1236@example.com,SMB,EU,2024-07-02,105.66,active,
CUST-1151,customer1151@example.com,SMB,US-West,2024-02-17,493.57,active,
CUST-1223,customer1223@example.com,SMB,APAC,2025-10-23,279.27,active,
CUST-1273,customer1273@example.com,Self-Serve,EU,2025-02-22,38.9,active,
CUST-1371,customer1371@example.com,Self-Serve,APAC,2025-09-22,94.51,active,
CUST-1028,customer1028@example.com,Enterprise,APAC,2025-05-26,7308.1,active,
CUST-1263,customer1263@example.com,Self-Serve,APAC,2024-10-05,49.4,active,
CUST-1088,customer1088@example.com,Mid-Market,US-West,2025-08-06,1368.38,active,
CUST-1029,customer1029@example.com,Enterprise,APAC,2025-10-20,2857.23,active,
CUST-1131,customer1131@example.com,Mid-Market,EU,2024-04-28,767.85,active,
CUST-1365,customer1365@example.com,Self-Serve,EU,2024-02-08,99.63,active,
CUST-1380,customer1380@example.com,Self-Serve,US-West,2024-12-07,98.99,active,
CUST-1240,customer1240@example.com,Self-Serve,EU,2024-01-13,52.25,cancelled,2026-09-20
CUST-1106,customer1106@example.com,Mid-Market,US-East,2024-09-14,638.45,active,
CUST-1239,customer1239@example.com,SMB,APAC,2024-05-09,141.04,active,
CUST-1155,customer1155@example.com,SMB,US-East,2024-05-31,457.06,active,
CUST-1124,customer1124@example.com,Mid-Market,APAC,2024-02-09,833.65,active,
CUST-1291,customer1291@example.com,Self-Serve,APAC,2024-10-06,85.13,active,
CUST-1169,customer1169@example.com,SMB,APAC,2024-08-24,377.58,active,
CUST-1376,customer1376@example.com,Self-Serve,EU,2025-10-22,15.45,active,
CUST-1069,customer1069@example.com,Mid-Market,US-West,2024-04-21,787.39,active,
CUST-1020,customer1020@example.com,Enterprise,US-East,2025-12-19,5654.79,active,
CUST-1172,customer1172@example.com,SMB,US-East,2025-03-01,182.73,active,
CUST-1012,customer1012@example.com,Enterprise,APAC,2026-01-17,5217.37,active,
CUST-1274,customer1274@example.com,Self-Serve,US-West,2024-04-17,39.68,active,
CUST-1193,customer1193@example.com,SMB,US-East,2025-04-29,325.59,active,
CUST-1040,customer1040@example.com,Enterprise,US-East,2024-12-14,3761.0,active,
CUST-1039,customer1039@example.com,Enterprise,EU,2025-07-03,6611.59,active,
CUST-1279,customer1279@example.com,Self-Serve,APAC,2024-01-02,47.19,active,
CUST-1226,customer1226@example.com,SMB,EU,2025-08-18,289.3,active,
CUST-1021,customer1021@example.com,Enterprise,US-West,2024-06-24,2980.41,active,
CUST-1152,customer1152@example.com,SMB,US-East,2025-09-17,282.17,active,
CUST-1145,customer1145@example.com,SMB,EU,2024-08-03,286.0,cancelled,2026-09-15
CUST-1241,customer1241@example.com,Self-Serve,US-West,2025-03-27,96.89,cancelled,2026-09-12
CUST-1198,customer1198@example.com,SMB,EU,2024-01-27,330.32,active,
CUST-1346,customer1346@example.com,Self-Serve,US-West,2026-01-19,18.11,active,
CUST-1295,customer1295@example.com,Self-Serve,APAC,2024-10-09,40.59,active,
CUST-1189,customer1189@example.com,SMB,EU,2024-02-23,189.69,active,
CUST-1080,customer1080@example.com,Mid-Market,APAC,2026-01-18,732.2,active,
CUST-1174,customer1174@example.com,SMB,US-East,2025-08-21,442.69,active,
CUST-1326,customer1326@example.com,Self-Serve,APAC,2024-09-03,92.15,active,
CUST-1214,customer1214@example.com,SMB,US-West,2025-04-06,400.19,active,
CUST-1192,customer1192@example.com,SMB,US-West,2025-09-28,195.42,active,
CUST-1332,customer1332@example.com,Self-Serve,EU,2025-03-10,51.12,active,
CUST-1375,customer1375@example.com,Self-Serve,EU,2025-12-03,59.0,active,
CUST-1367,customer1367@example.com,Self-Serve,US-West,2025-07-04,44.98,active,
CUST-1072,customer1072@example.com,Mid-Market,APAC,2024-03-18,1712.03,active,
CUST-1035,customer1035@example.com,Enterprise,APAC,2024-06-12,5578.45,active,
CUST-1364,customer1364@example.com,Self-Serve,US-West,2024-04-29,14.08,active,
CUST-1073,customer1073@example.com,Mid-Market,US-East,2025-07-17,575.88,active,
CUST-1276,customer1276@example.com,Self-Serve,US-East,2025-02-14,50.93,active,
CUST-1003,customer1003@example.com,Enterprise,US-East,2024-02-02,2562.17,active,
CUST-1286,customer1286@example.com,Self-Serve,US-East,2024-11-14,59.7,active,
CUST-1327,customer1327@example.com,Self-Serve,US-West,2024-05-26,51.5,active,
CUST-1158,customer1158@example.com,SMB,APAC,2025-12-13,120.09,active,
CUST-1139,customer1139@example.com,Mid-Market,EU,2024-03-12,1434.73,active,
CUST-1092,customer1092@example.com,Mid-Market,US-West,2025-02-09,1507.54,active,
CUST-1014,customer1014@example.com,Enterprise,EU,2025-10-05,5464.11,active,
CUST-1136,customer1136@example.com,Mid-Market,US-West,2025-08-13,882.08,active,
CUST-1013,customer1013@example.com,Enterprise,US-East,2025-01-22,5312.24,active,
CUST-1219,customer1219@example.com,SMB,EU,2025-12-19,322.32,active,
CUST-1115,customer1115@example.com,Mid-Market,EU,2024-02-10,815.11,active,
CUST-1142,customer1142@example.com,SMB,US-West,2024-10-29,176.74,cancelled,2026-09-19
CUST-1336,customer1336@example.com,Self-Serve,EU,2025-12-17,11.97,active,
CUST-1188,customer1188@example.com,SMB,US-East,2025-04-26,399.61,active,
CUST-1307,customer1307@example.com,Self-Serve,US-West,2024-02-07,55.21,active,
CUST-1179,customer1179@example.com,SMB,EU,2025-02-02,367.55,active,
CUST-1361,customer1361@example.com,Self-Serve,EU,2025-07-28,92.37,active,
CUST-1114,customer1114@example.com,Mid-Market,EU,2024-02-12,1046.98,active,
CUST-1246,customer1246@example.com,Self-Serve,APAC,2024-05-01,64.57,cancelled,2026-09-19
CUST-1079,customer1079@example.com,Mid-Market,EU,2025-04-10,1134.51,active,
CUST-1108,customer1108@example.com,Mid-Market,US-West,2024-12-07,1455.67,active,
CUST-1259,customer1259@example.com,Self-Serve,US-West,2024-09-29,16.43,active,
CUST-1053,customer1053@example.com,Enterprise,US-West,2025-05-01,3590.34,active,
CUST-1180,customer1180@example.com,SMB,US-West,2025-02-18,436.2,active,
CUST-1159,customer1159@example.com,SMB,US-East,2024-09-12,282.58,active,
CUST-1147,customer1147@example.com,SMB,US-East,2026-01-23,213.51,cancelled,2026-09-07
CUST-1026,customer1026@example.com,Enterprise,US-West,2024-03-08,7478.82,active,
CUST-1216,customer1216@example.com,SMB,EU,2025-05-21,172.74,active,
CUST-1181,customer1181@example.com,SMB,US-East,2024-05-10,462.77,active,
CUST-1210,customer1210@example.com,SMB,EU,2025-10-28,346.36,active,
CUST-1062,customer1062@example.com,Mid-Market,US-West,2024-10-12,1308.85,cancelled,2026-09-17
CUST-1168,customer1168@example.com,SMB,US-East,2024-11-23,155.35,active,
CUST-1304,customer1304@example.com,Self-Serve,APAC,2026-02-01,73.47,active,
CUST-1287,customer1287@example.com,Self-Serve,US-West,2024-04-05,99.3,active,
CUST-1300,customer1300@example.com,Self-Serve,APAC,2025-07-19,50.98,active,
CUST-1030,customer1030@example.com,Enterprise,US-West,2024-05-22,6469.93,active,
CUST-1284,customer1284@example.com,Self-Serve,US-East,2025-05-11,12.6,active,
CUST-1066,customer1066@example.com,Mid-Market,APAC,2025-02-24,1795.76,active,
CUST-1190,customer1190@example.com,SMB,US-East,2024-03-11,401.69,active,
CUST-1049,customer1049@example.com,Enterprise,EU,2025-01-06,3436.71,active,
CUST-1221,customer1221@example.com,SMB,APAC,2026-01-07,295.43,active,
CUST-1047,customer1047@example.com,Enterprise,US-East,2026-03-08,5593.67,active,
CUST-1043,customer1043@example.com,Enterprise,US-West,2026-02-19,5046.09,active,
CUST-1046,customer1046@example.com,Enterprise,US-West,2026-02-19,5236.27,active,
CUST-1034,customer1034@example.com,Enterprise,US-East,2024-02-18,2917.05,active,
CUST-1242,customer1242@example.com,Self-Serve,US-East,2024-09-15,83.99,cancelled,2026-09-17
CUST-1078,customer1078@example.com,Mid-Market,APAC,2024-01-03,897.8,active,
CUST-1191,customer1191@example.com,SMB,US-West,2024-09-10,435.69,active,
CUST-1130,customer1130@example.com,Mid-Market,EU,2025-07-03,1908.86,active,
CUST-1322,customer1322@example.com,Self-Serve,EU,2024-10-27,43.74,active,
CUST-1363,customer1363@example.com,Self-Serve,EU,2025-04-20,68.43,active,
CUST-1160,customer1160@example.com,SMB,EU,2025-04-20,480.02,active,
CUST-1048,customer1048@example.com,Enterprise,US-East,2025-05-15,2671.21,active,
CUST-1212,customer1212@example.com,SMB,EU,2026-01-18,228.92,active,
CUST-1204,customer1204@example.com,SMB,US-East,2025-08-02,238.88,active,
CUST-1341,customer1341@example.com,Self-Serve,US-West,2024-12-26,67.3,active,
CUST-1173,customer1173@example.com,SMB,APAC,2025-03-06,461.94,active,
CUST-1211,customer1211@example.com,SMB,APAC,2025-07-05,285.95,active,
CUST-1116,customer1116@example.com,Mid-Market,US-East,2024-09-12,1030.52,active,
CUST-1378,customer1378@example.com,Self-Serve,US-East,2025-04-10,69.65,active,
CUST-1338,customer1338@example.com,Self-Serve,US-East,2025-08-02,91.96,active,
CUST-1110,customer1110@example.com,Mid-Market,APAC,2025-07-18,1341.36,active,
CUST-1282,customer1282@example.com,Self-Serve,EU,2024-07-27,59.43,active,
CUST-1333,customer1333@example.com,Self-Serve,US-West,2024-11-05,99.94,active,
CUST-1335,customer1335@example.com,Self-Serve,EU,2025-08-08,61.73,active,
CUST-1387,customer1387@example.com,Self-Serve,US-West,2024-01-27,11.34,active,
CUST-1050,customer1050@example.com,Enterprise,US-East,2024-09-03,2513.92,active,
CUST-1220,customer1220@example.com,SMB,US-West,2025-06-13,134.25,active,
CUST-1309,customer1309@example.com,Self-Serve,US-East,2025-03-26,57.34,active,
CUST-1258,customer1258@example.com,Self-Serve,US-West,2025-07-11,68.29,active,
CUST-1232,customer1232@example.com,SMB,US-West,2026-02-19,176.62,active,
